building_id,efficiency_score,energy_intensity,annual_consumption_kwh,square_feet,primary_use
1109,64.61538461538461,6.917151446642767,706870.623483871,102191,6
25,64.61538461538461,7.023911088025351,725471.6806377864,103286,6
610,64.70588235294117,9.627788160115747,290374.09090909094,30160,1
56,65.0,8.795038405699339,528476.2677216618,60088,4
462,65.21739130434783,12.92826360286148,119276.16,9226,9
346,65.38461538461539,9.590388198960111,169836.1846153846,17709,1
380,65.40880503144655,7.743231578095931,736381.323076923,95100,0
972,65.45454545454545,9.535592931618792,2690486.6168421055,282152,0
748,65.45454545454545,6.737981609525774,220776.70541772153,32766,6
1046,65.51724137931035,8.146774900192927,1640353.126153846,201350,0
920,65.60509554140128,8.07276256183132,691214.1488316831,85623,0
181,65.625,7.866737514603846,1170798.6775609758,148829,0
1356,65.6441717791411,7.840158241372886,715437.96,91253,0
992,65.67164179104478,10.770270662160323,554485.8444999999,51483,6
133,65.85365853658536,8.331562195819107,539243.7000000001,64723,4
1380,65.88235294117646,8.061337453064358,1644746.619211268,204029,0
471,66.07142857142857,8.045745098039216,1367776.6666666667,170000,0
264,66.15384615384616,7.127242253034772,596265.086888889,83660,6
398,66.15384615384616,7.4029186247835765,460461.53846153844,62200,0
208,66.66666666666667,6.330811816408175,233632.27927272726,36904,3
967,66.66666666666667,8.51334943081771,1015319.0798181818,119262,1
953,66.66666666666667,7.8248618263474485,4411516.250181817,563782,1
127,66.66666666666667,6.895889353539034,186678.6206896552,27071,4
319,66.66666666666667,12.64142343960485,165602.64705882352,13100,9
958,66.66666666666667,7.914463707454486,1858466.453320755,234819,1
944,66.66666666666667,2.4102276952676043,939123.5294117646,389641,12
1061,66.66666666666667,9.053179004721363,400313.46923076926,44218,11
660,66.66666666666667,10.12192509638333,55134.126000000004,5447,1
547,66.66666666666667,13.466306811166676,321885.1317073171,23903,3
1103,66.66666666666667,17.149204797963193,409917.4422857142,23903,7
243,66.66666666666667,0.9673720856121966,539036.1714285713,557217,8
281,66.66666666666667,19.606622946632744,565886.3514857142,28862,2
68,66.66666666666667,0.6795298208356595,331225.259159388,487433,8
1442,66.66666666666667,6.088841526334691,606089.3743728815,99541,9
1058,66.66666666666667,7.587676337150942,639990.1483333333,84346,0
715,66.66666666666667,4.141340523597682,95884.45714285714,23153,0
1203,66.66666666666667,6.75692729083012,936523.6363636364,138602,4
1411,66.66666666666667,4.167557697488551,37970.61818181819,9111,0
374,66.66666666666667,6.255207314285713,2189322.5599999996,350000,4
1096,66.66666666666667,4.502434427280061,377177.9368421053,83772,8
193,66.66666666666667,8.052912362504497,49952.215384615396,6203,6
878,66.66666666666667,7.641721555777459,315152.2386818182,41241,4
899,67.08860759493672,8.038467691331853,1808767.7690973454,225014,0
333,67.1875,7.382653369651173,442220.9368421053,59900,0
452,67.19999999999999,7.654377220997704,1187193.9069767438,155100,0
1328,67.27272727272728,8.606211799910508,2408362.3100869562,279840,0
233,67.27272727272728,4.189245880070985,105313.45217910448,25139,0
1198,67.3076923076923,7.62709054233442,649553.5389473685,85164,0
328,67.36842105263158,6.973407485875707,329144.8333333334,47200,0
882,67.46987951807229,6.490049306389393,254040.0,39143,0
580,67.51592356687898,7.212413474850023,750206.4,104016,0
930,67.64705882352942,9.08791891762681,190092.0,20917,6
777,67.85714285714286,5.898091609038241,623965.0094117646,105791,4
981,67.85714285714286,7.815374786470601,1305597.4349538463,167055,0
1007,68.11594202898551,7.520576263192343,315360.3244444445,41933,6
674,68.18181818181819,7.32439726104558,1096491.5675675676,149704,1
1196,68.18181818181819,6.658691747813267,380883.82666666666,57201,1
355,68.26923076923077,7.8666133333333335,1435656.9333333333,182500,0
684,68.29268292682927,8.04464586708292,1226575.2,152471,6
358,68.35443037974683,7.316317821580978,568477.894736842,77700,0
678,68.42105263157895,7.972747680176422,486154.23529411765,60977,9
1124,68.42105263157895,7.330110400496508,1123698.5942857142,153299,4
1044,68.50393700787401,7.1538276086142,1077888.6672727272,150673,0
705,68.51851851851852,3.9498241897902995,93235.60000000002,23605,0
290,68.65671641791045,9.603310111916752,496798.43870967743,51732,6
980,68.75,5.696209216720214,198336.30871698112,34819,1
148,68.75,7.808602090128129,1363389.7335384614,174601,6
1164,68.75,10.672788967351375,2662401.9174285717,249457,6
933,68.75,11.242197851520295,95839.73668421051,8525,6
659,68.9655172413793,8.321101699248377,127362.78260869566,15306,1
1422,69.23076923076923,5.96811190922179,118622.1923076923,19876,4
271,69.23076923076923,7.38022987673057,527103.398025974,71421,0
665,69.23076923076923,4.315217759649539,37857.40540540541,8773,1
855,69.23076923076923,9.50554634427684,459117.8884285714,48300,6
811,69.23076923076923,11.432304550647371,55423.81246153846,4848,9
598,69.23076923076923,5.888983836135074,404579.0785263157,68701,9
1333,69.23076923076923,6.665711877526713,208743.43315662653,31316,6
897,69.33333333333334,6.461197197562702,244071.72413793104,37775,0
1178,69.56521739130434,6.952257021129833,925150.7463157892,133072,0
1392,69.56521739130434,7.375991184715707,561703.8566896552,76153,1
353,69.62025316455696,7.178162487462387,715662.8,99700,0
729,69.69696969696969,3.681849912739965,63291.0,17190,0
778,70.0,9.447531913715283,1023536.1599999999,108339,1
1165,70.0,5.529031374268863,160292.1485714286,28991,6
325,70.24793388429752,7.249417905405405,429165.54,59200,0
320,70.3225806451613,7.085465068302202,747516.5647058823,105500,0
234,70.37037037037038,7.704361147920509,1380367.2737894738,179167,0
1003,70.44025157232704,7.181466075098233,680451.0920816327,94751,0
265,70.49180327868852,6.525688808121548,776335.094746988,118966,6
216,70.54263565891472,7.136491422093393,978163.1967692309,137065,0
258,70.62937062937063,7.311207102754228,520733.4146865671,71224,0
1280,70.73170731707317,7.559684219560164,604018.769142857,79900,4
307,70.96774193548387,10.411741300275427,113206.86315789472,10873,9
511,70.96774193548387,10.3152424256484,127042.52571428569,12316,9
639,70.96774193548387,3.533293024779117,51317.547891891896,14524,0
41,70.96774193548387,6.353287319370333,596319.5477960994,93860,6
1166,71.1864406779661,8.345427859058193,532196.28,63771,6
1410,71.42857142857143,10.572403777709853,121836.38113432835,11524,6
536,71.42857142857143,13.16960018122098,25838.755555555563,1962,1
841,71.42857142857143,12.121148767605634,68848.125,5680,6
1220,71.42857142857143,4.365568304369381,1664246.3145599999,381221,9
423,71.42857142857143,9.028582842305003,8748.696774193548,969,1
1427,71.42857142857143,7.396568138408304,1336005.1199999999,180625,0
1406,71.42857142857143,6.316922894247235,862398.947368421,136522,4
1321,71.42857142857143,7.493631290970657,2772823.4248101264,370024,1
1068,71.62162162162161,6.940330150079964,783951.9324324324,112956,0
253,71.63120567375887,7.2631634288507,478693.3121052631,65907,0
1102,71.875,6.3962999742353635,557674.2058536586,87187,6
607,72.05882352941177,4.969354311557789,173057.76390000002,34825,0
360,72.22222222222223,7.221932395644284,502646.49473684217,69600,0
544,72.22222222222223,5.543015368746778,614166.1028571429,110800,9
474,72.41379310344828,10.898149935966899,110627.11999999998,10151,9
205,72.5,6.928695926315139,416317.62342857145,60086,4
945,72.72727272727273,8.548394191174742,2841888.003673469,332447,6
525,73.07692307692308,11.747286370658696,106453.9090909091,9062,9
1134,73.17073170731707,7.7724891661109154,1188771.128,152946,6
723,73.33333333333333,6.945283187550649,1111509.2307692308,160038,0
968,73.38709677419355,6.614907366794247,1018689.1195789472,153999,0
391,73.41772151898735,7.092012811829131,617763.9600000001,87107,0
385,73.52941176470588,11.568569711538458,213231.87692307687,18432,9
507,73.64341085271317,7.005215703006417,428375.94545454544,61151,0
601,73.6842105263158,7.5688610524882565,90145.13513513513,11910,1
284,73.6842105263158,6.096899660743124,1403866.018983051,230259,1
681,73.6842105263158,8.448043944663711,353643.5675675676,41861,9
1071,73.6842105263158,7.019089863774107,72893.2482352941,10385,6
142,73.84615384615384,6.699583824484591,303812.72727272724,45348,6
1190,73.84615384615384,6.181493318163364,246066.70451612902,39807,6
230,73.91304347826087,3.925027417585962,40561.23333333333,10334,0
480,74.0,5.157235294117647,154717.0588235294,30000,6
267,74.07407407407408,6.42123988752372,463568.57119999995,72193,1
1389,74.07407407407408,6.979523854069224,119377.776,17104,1
652,74.19354838709677,6.531181388532005,985470.3661714286,150887,0
557,74.19354838709677,11.660741447368421,221554.0875,19000,9
460,74.28571428571429,10.3824348747699,186125.90999999997,17927,9
198,74.35897435897436,7.367946210433203,1208041.0927164175,163959,6
910,74.60317460317461,8.186323362307808,491965.28878125,60096,6
250,74.63768115942028,6.06760846277108,799164.7106315789,131710,0
518,75.0,7.007565019982681,3890901.424390244,555243,9
1127,75.0,5.783230967299408,503898.6974117647,87131,6
37,75.0,6.778941817868103,360165.1787833323,53130,4
182,75.0,8.793103448275863,8986.551724137931,1022,1
716,75.0,4.980938324612013,185614.66666666666,37265,0
1322,75.0,5.3798332612129744,895683.0598260869,166489,1
1158,75.0,3.9614703367000854,1167888.9929032256,294812,9
638,75.0,3.755463357761492,29668.160526315787,7900,0
329,75.0,3.470198957335887,10872.133333333333,3133,1
1035,75.0,9.387736771774188,136920.14081632654,14585,6
1168,75.0,6.907995287281976,3986610.988285715,577101,6
286,75.0,7.650056931649696,251235.5196923077,32841,4
1047,75.0,4.180625253316532,1057497.5190769234,252952,9
101,75.0,7.960702185517669,150138.84321886324,18860,6
703,75.3623188405797,4.207273674160228,145415.99999999997,34563,0
393,75.40983606557377,6.956129571577847,413194.0965517241,59400,0
595,75.40983606557377,6.84507717824217,1850997.855,270413,0
631,75.47169811320755,3.6727750818000255,86431.416,23533,0
1028,75.47169811320755,6.765232596029311,550622.2809908256,81390,0
136,75.51020408163265,6.0071664275889765,339206.66666666674,56467,4
931,75.60975609756098,7.2565062224756005,1567768.1693658535,216050,0
756,75.60975609756098,5.936233480210265,263283.8273142857,44352,4
947,75.77639751552795,6.335286863329295,580496.0,91629,0
643,75.83892617449663,6.047764401049415,670811.9796000001,110919,0
1066,76.06837606837607,6.548102706711161,365384.1310344828,55800,0
1408,76.19047619047619,6.824336075875128,196267.90554216868,28760,1
1393,76.19047619047619,6.290746442497595,955564.3846153847,151900,1
985,76.27118644067797,5.101400620249171,177314.4827586207,34758,6
956,76.5625,5.131103118547026,442131.7624158416,86167,6
618,76.5625,6.397701869479957,947064.603142857,148032,0
1055,76.58227848101265,6.4587492369551995,560063.9813333332,86714,0
172,76.66666666666667,5.8130161182690845,705932.6774025976,121440,6
412,76.7741935483871,5.595649090909091,615521.4,110000,0
371,76.92307692307692,5.970870613002408,33162.215384615374,5554,1
102,76.92307692307692,6.947523589890838,110298.88451310694,15876,6
510,76.92307692307692,9.744019415231712,44637.35294117647,4581,9
1403,76.92307692307692,5.444935084803516,427089.8181818182,78438,4
646,77.04918032786885,6.531181919743716,383595.90769230766,58733,0
905,77.14285714285714,7.627108682116915,302399.60502857144,39648,4
214,77.30061349693251,6.31734667378657,576603.1829565216,91273,0
1193,77.41935483870968,4.425293478294887,471342.43366666674,106511,6
713,77.41935483870968,3.383873973151672,50666.74499999999,14973,0
334,77.5,6.399189650302243,365393.7290322581,57100,0
1246,77.61194029850746,6.740938910054559,339251.2325263158,50327,6
969,77.65957446808511,6.7133776306523085,1300535.6547428572,193723,0
225,77.77777777777777,4.907971582794539,1062703.4549361703,216526,4
1036,78.125,6.7688464062364115,366918.85714285716,54207,6
603,78.26086956521739,8.768833753728638,254848.61538461538,29063,9
1053,78.37837837837839,6.715152860358543,144926.42903225808,21582,6
1049,78.39506172839506,5.563964362884053,525232.6718918917,94399,0
628,78.48101265822785,4.284050789283433,174386.57142857142,40706,0
135,78.57142857142857,5.321185938452817,354029.1428571428,66532,4
948,78.57142857142857,7.084762580602562,144330.7832920354,20372,1
405,78.84615384615384,6.332931652289315,520566.9818181817,82200,0
146,78.84615384615384,4.9464956755144645,156378.51428571428,31614,6
183,78.98550724637681,5.392310870088236,714578.2518823529,132518,0
302,79.16666666666666,6.279900411795334,358582.3135135136,57100,0
916,79.4392523364486,6.3632359268759355,329475.6298217822,51778,0
922,79.5275590551181,5.988468307257304,881532.4771698115,147205,0
226,79.6875,4.2490769244732505,315196.5262574257,74180,6
413,80.0,5.5170860570119284,81868.04000000001,14839,15
1159,80.0,6.661028909601837,4472927.540000001,671507,6
939,80.0,2.82790382046163,22767.453658536582,8051,4
662,80.0,6.073034193843377,77595.15789473683,12777,1
51,80.0,0.6651018714006411,257818.75922600174,387638,8
731,80.0,3.177692937273026,92626.57142857143,29149,0
799,80.0,0.7864338188506251,414789.5755102041,527431,0
860,80.0,1.6874504690431518,20686.455299999998,12259,7
893,80.0,5.396822409790544,254681.44634042558,47191,0
278,80.43478260869566,6.814766049295188,1009273.6666666666,148101,6
270,80.76923076923077,4.475807795332519,133280.60452941174,29778,6
1214,80.76923076923077,7.168110847290798,1400914.0796619717,195437,6
574,80.83333333333333,5.792761594971062,326381.56654545455,56343,0
570,80.85106382978724,6.521319612450729,1259931.9917647059,193202,0
200,80.95238095238095,6.225976552156834,890893.6627777779,143093,1
245,81.13207547169812,5.552992975448454,491362.1364255319,88486,0
733,81.13207547169812,5.154476088332258,499618.2127659574,96929,0
316,81.25,4.082795671546786,320703.60000000003,78550,9
400,81.25,10.188536111830185,196791.57500000004,19315,9
424,81.25,7.684845752076053,249964.9777777778,32527,9
361,81.25,9.642359346642468,127510.56,13224,9
877,81.25,7.459559693837291,59706.31578947368,8004,6
1122,81.25,4.188064606487474,353326.0705263158,84365,6
427,81.25,9.931870450589349,141717.85945945943,14269,9
642,81.42857142857143,3.1497363944946626,95755.13612903224,30401,0
1056,81.5068493150685,6.077401238176536,443395.03953488375,72958,0
313,81.64556962025316,4.969774262245209,515862.56842105265,103800,0
1339,81.6793893129771,5.464788658309403,767737.2290285714,140488,0
1315,81.81818181818181,5.303143883213572,439041.9789473684,82789,1
773,81.81818181818181,5.065972277293744,472721.07111111115,93313,4
132,82.05128205128204,5.14815661548828,427853.0,83108,4
1416,82.05128205128204,4.04412986541941,166763.73913043478,41236,4
1331,82.14285714285714,6.240501174695643,1067175.6248823525,171008,0
137,82.14285714285714,4.730782670987016,302883.6297272727,64024,1
741,82.14285714285714,3.49100158982512,48961.29729729731,14025,0
190,82.17054263565892,5.245660946535374,718865.3761132075,137040,0
1188,82.25806451612902,4.586890532671986,170155.29119999998,37096,6
1151,82.35294117647058,6.164774295795706,1649299.0559999999,267536,6
138,82.35294117647058,5.153060601703445,609251.508,118231,9
523,82.35294117647058,3.5149625451661235,34186.525714285715,9726,1
1170,82.53968253968254,5.808277336356561,345453.1028571428,59476,6
443,82.58064516129032,4.7377759021406725,516417.5733333333,109000,0
36,82.6923076923077,4.845694754973315,257451.76233173223,53130,4
429,82.75862068965517,8.448523546170604,100824.68,11934,9
558,82.8125,3.962425124559144,353903.99999999994,89315,6
694,83.09859154929578,3.066354679040724,93870.3157894737,30613,0
298,83.33333333333334,5.008647082413553,198046.9142857143,39541,1
416,83.33333333333334,8.436403446814522,59721.299999999996,7079,9
634,83.33333333333334,0.565978125,2263.9125,4000,0
661,83.33333333333334,3.2988315904432777,24500.422222222223,7427,1
1065,83.33333333333334,6.248915547986376,75936.82173913044,12152,6
896,83.33333333333334,5.429272520956079,1333630.2142300885,245637,0
477,83.33333333333334,10.21424677002584,220627.73023255815,21600,9
604,83.33333333333334,2.1994483879613695,18613.93170731707,8463,0
710,83.33333333333334,2.8243153809004236,34140.32432432432,12088,0
262,83.33333333333334,4.064793713759499,84563.96842105262,20804,1
1154,83.33333333333334,5.002609057202581,1311463.9799999997,262156,4
1217,83.56164383561644,5.554678061823369,405735.90434782614,73044,0
1045,83.60655737704919,4.095533882011027,137323.25106382975,33530,6
295,83.76623376623377,5.501353255856852,458812.86153846147,83400,0
1357,83.78378378378378,5.712781848459617,123498.91799999999,21618,6
1177,83.87096774193549,5.73133674101611,117171.44833333335,20444,6
1221,84.0,3.692450622806414,107310.0,29062,6
732,84.28571428571429,5.432760072356971,359578.0909090908,66187,0
260,84.39716312056737,4.71505977788508,598741.8658947368,126985,0
976,84.55284552845528,5.342800075082468,317885.91886725667,59498,0
65,84.61538461538461,4.8383555612959634,257061.83097165453,53130,4
1060,84.61538461538461,3.932760257874315,282395.78307692305,71806,1
144,84.61538461538461,5.788552733830075,333843.2018181819,57673,6
915,84.70588235294117,6.509032838413338,1335269.5055049506,205141,0
722,84.72222222222223,2.7654953198812846,87486.44444444444,31635,0
719,84.7457627118644,2.7590875436307867,78256.0,28363,0
1206,84.84848484848484,3.8055053923713404,380345.041945946,99946,6
763,84.84848484848484,6.024499587889444,328919.604,54597,6
616,84.86842105263158,4.68580908690568,552053.9117647058,117814,0
596,85.0,3.2642207581311187,60303.21428571428,18474,0
1085,85.0,5.233853473030851,305536.66419512196,58377,0
629,85.0,3.6565596400936897,149315.61290322582,40835,0
655,85.18518518518519,5.341331161403183,1188093.6555555556,222434,0
630,85.18518518518519,4.6455611023530095,433988.3181818182,93420,0
240,85.18518518518519,5.015017698760666,558191.5299428571,111304,4
735,85.3658536585366,5.2179196941928385,812988.4137931035,155807,0
274,85.5072463768116,4.824299205634782,203652.96666666667,42214,6
581,85.71428571428572,3.3395691812967145,76850.166,23012,4
282,85.71428571428572,3.117068895652174,89615.73075,28750,6
613,85.71428571428572,5.0573377120963325,6599.825714285714,1305,1
871,85.71428571428572,12.210631911057694,18755.530615384618,1536,1
657,85.80645161290323,4.398408591920966,479738.8235294117,109071,0
718,85.96491228070175,2.5471977956320333,65885.81818181818,25866,0
1368,86.36363636363636,4.731768499788018,941797.0068923078,199037,1
758,86.36363636363636,3.772916411385538,177353.48174999998,47007,4
663,86.36363636363636,3.5928855096568344,205473.5294117647,57189,1
255,86.45833333333333,4.757673688978611,233497.10930769227,49078,0
140,86.56716417910448,5.168231984706118,258514.96387500002,50020,6
925,86.60714285714286,5.160478081058726,280755.81,54405,0
803,86.66666666666667,5.8935454078454095,1078436.3,182986,0
359,86.66666666666667,9.346635081782289,46032.177777777775,4925,9
1063,86.66666666666667,4.867935156181522,283104.5048780488,58157,0
224,86.88524590163934,5.252879065828727,1430243.4062857144,272278,0
1123,86.88524590163934,3.5116745780833796,326564.6657142858,92994,6
456,87.09677419354838,9.497178674724799,134147.64878048777,14125,9
699,87.11656441717791,4.25542303777874,399005.48571428575,93764,0
1407,87.17948717948718,5.046924591604481,419606.3574705881,83141,4
589,87.23404255319149,3.246693406806776,991111.6029090908,305268,0
175,87.24832214765101,4.248262668928844,474254.80304587155,111635,0
217,87.27272727272728,4.210661638165376,1191389.8678723404,282946,0
717,87.3015873015873,2.612553061314596,75309.45454545454,28826,0
586,87.5,5.008100054132344,833918.772413793,166514,9
293,87.5,8.36676907790143,3413641.7837837837,408000,6
466,87.5,9.454527407407408,212726.86666666667,22500,9
579,87.5,1.7098310307158464,13304.19525,7781,0
1371,87.5,7.817674940280076,395394.5454545454,50577,9
695,87.58169934640523,4.249482984676522,514450.9090909091,121062,0
1142,87.6923076923077,2.8002981900506727,290441.3276756757,103718,6
194,87.8048780487805,6.044574015020693,941031.3718064515,155682,6
354,87.89808917197452,4.706243391705068,364733.8628571428,77500,0
1050,88.05970149253731,4.988630968218582,251890.9434782609,50493,6
1101,88.05970149253731,3.6687788510421955,263917.2754285714,71936,6
1361,88.15789473684211,5.078375049589812,1187644.0242222222,233863,0
608,88.23529411764706,4.256580059777695,528654.4736842104,124197,1
1146,88.23529411764706,3.330735614214419,276967.32,83155,9
673,88.23529411764706,3.931287355055499,142733.25,36307,1
492,88.29787234042553,5.462199831128625,1058574.3272727274,193800,0
422,88.46153846153847,6.380239677810158,55673.971428571436,8726,9
973,88.46153846153847,6.114096622573138,1185890.1809142858,193960,6
1415,88.57142857142857,3.769269071501611,152625.24324324323,40492,4
736,88.67924528301887,4.208050850634439,398325.6774193548,94658,0
1019,88.88888888888889,4.386539535855825,174531.63505263155,39788,1
1444,88.88888888888889,3.9252337020235486,77009.16,19619,1
227,88.88888888888889,3.1095794002868486,53273.31428571429,17132,1
1137,89.13043478260869,2.997765113191168,82294.64788732394,27452,6
605,89.52380952380952,4.382392446812302,223589.66263636365,51020,0
163,89.58333333333333,4.704433598379308,339199.07131034485,72102,0
568,89.65517241379311,2.7335285936395763,38679.4296,14150,0
706,89.83050847457628,2.22598186743724,61626.30799999999,27685,0
708,89.937106918239,4.073652072246221,417260.1081081081,102429,0
1048,90.0,3.8972947904647866,1074133.4171999998,275610,0
761,90.0,3.1171972557120906,163758.84063157896,52534,1
70,90.0,0.3523468843361415,136583.04155029322,387638,8
1404,90.0,3.627503666420413,614100.0956883117,169290,4
130,90.0,4.266588978823736,268338.5806451613,62893,4
257,90.13157894736842,4.462667072042301,337600.764,75650,0
727,90.15151515151516,4.194706695694432,583538.2325581395,139113,0
697,90.2439024390244,2.155167444739034,40295.16571428572,18697,0
1088,90.38461538461539,3.4514599995518376,992619.1871111111,287594,0
1021,90.47619047619048,4.339636452886203,927649.3674418605,213762,1
1334,90.56603773584905,2.674784448103606,349845.75710526307,130794,6
514,90.625,7.982049019607843,101771.125,12750,9
690,90.625,5.660953557397018,109986.66666666667,19429,6
721,90.9090909090909,3.975108635416121,482860.42105263163,121471,0
1010,91.30434782608695,2.9053481226697575,33176.17021276596,11419,6
726,91.50326797385621,3.9474105469203593,475923.50000000006,120566,0
312,91.66666666666667,3.218978616352201,21325.733333333334,6625,1
814,91.66666666666667,3.236328037899459,14145.989853658535,4371,9
299,91.66666666666667,1.517836095505618,540349.65,356000,0
167,91.66666666666667,3.902284928559016,336856.94188799994,86323,4
1136,91.80327868852459,3.124947869127582,249314.59089473676,79782,6
1113,91.80327868852459,2.480526930331427,82852.07999999999,33401,6
1362,91.94630872483222,3.88736287372355,443112.71925,113988,0
453,92.0,6.722290408564562,167216.97391304348,24875,9
1062,92.14285714285714,4.3523778517627845,286573.614893617,65843,0
891,92.15686274509804,4.262793120402785,216745.97900000002,50846,0
1211,92.1875,2.5394922083037113,241221.2858823529,94988,6
692,92.3076923076923,5.249768214816757,38932.28108108107,7416,6
943,92.3076923076923,2.088769288415029,11868.387096774193,5682,1
1218,92.3076923076923,4.320676951548745,1160015.347951807,268480,1
1398,92.3076923076923,2.4018141672468403,48735.211267605635,20291,4
1341,92.5,1.988242636656768,36468.34644155844,18342,0
162,92.5,3.5649218215574647,352317.65870270267,98829,0
700,92.5925925925926,1.7372747424161568,19916.11764705882,11464,0
1216,92.5925925925926,5.322824143437937,81274.20184615385,15269,6
577,92.61744966442953,3.673063087446847,417219.5630399999,113589,0
1087,92.6470588235294,3.716183977594998,210220.81142857144,56569,6
623,92.78350515463917,4.036155249442364,199337.63545945944,49388,0
755,92.85714285714286,2.753283380094471,115993.07551999998,42129,6
1264,92.95774647887323,1.9278728619568315,63642.938918918924,33012,0
734,93.22033898305085,1.808706373640891,50989.24137931036,28191,0
1008,93.28859060402685,4.1318089608286055,307489.2228648648,74420,0
399,93.45794392523365,4.813341904761906,866401.542857143,180000,0
377,93.54838709677419,5.581695643234104,69804.6857142857,12506,9
408,93.54838709677419,3.024241157059353,48684.23414634146,16098,1
1074,93.65079365079364,2.424973022132529,217903.2258227848,89858,6
912,93.75,4.116663598208727,216367.7220582525,52559,0
215,93.75,3.5651715960614614,129793.63712621357,36406,4
1070,93.75,2.256808031231647,520751.68278260884,230747,4
1013,93.79310344827586,4.207851444855069,283512.4068,67377,0
1342,94.07894736842105,3.436040302076296,401515.05345882353,116854,0
331,94.11764705882354,2.4998248866784185,721949.4272727272,288800,0
301,94.11764705882354,5.668668005435239,290099.7538461538,51176,9
64,94.23076923076923,3.7670214637058597,200141.85036669232,53130,4
564,94.44444444444444,1.256141073727817,112192.23999999998,89315,9
677,94.44444444444444,5.928962333374097,41929.62162162161,7072,9
590,94.44444444444444,1.1139833041547462,9486.681818181818,8516,0
647,94.5945945945946,3.08352402948516,268140.16608,86959,4
989,94.64285714285714,4.130546118461612,696806.6080000001,168696,0
658,94.73684210526316,3.8835682173110584,120681.88235294115,31075,1
666,94.73684210526316,2.59689578713969,31279.60975609756,12045,1
287,94.91525423728814,2.4758830929624622,83469.4467130435,33713,6
191,94.9367088607595,3.2508851752951395,254440.28089999998,78268,0
244,94.9367088607595,3.1955398602129192,305867.4888,95717,0
974,94.94949494949495,5.016412119122317,935922.0418888889,186572,0
1399,95.23809523809524,3.4920757109538694,582527.1176470588,166814,4
187,95.29411764705883,2.5357263847064138,112086.7133831776,44203,0
1132,95.3125,1.6578573523468618,172294.48319999996,103926,6
176,95.38461538461539,3.7231891249197724,231723.8447567568,62238,0
1160,95.38461538461539,1.7780382001458344,142607.55384269665,80205,6
688,95.45454545454545,2.835758901551863,148315.86206896554,52302,6
686,95.65217391304348,2.513929917370848,30685.028571428567,12206,6
728,95.65217391304348,1.686259147653896,51093.65217391305,30300,0
591,95.65217391304348,2.804177674306077,166360.64470588233,59326,1
730,95.8041958041958,2.940860226686717,370680.7272727273,126045,0
228,95.83333333333333,3.4646711533762318,170143.071,49108,4
279,95.87628865979381,2.777169183652949,137147.72296551723,49384,0
1359,95.89041095890411,2.917733285314931,362642.15229850746,124289,0
171,96.15384615384616,1.4335841161027942,188942.08574999997,131797,6
1150,96.15384615384616,5.51910819408144,1081982.5276923077,196043,6
1395,96.29629629629629,2.0174369130557226,198967.6981132076,98624,4
667,96.55172413793103,1.6057058012514585,25233.666666666668,15715,1
362,96.66666666666667,5.549274891536546,118576.90588235292,21368,9
687,96.7741935483871,1.234988435687371,44732.516129032265,36221,6
724,96.85534591194968,2.6938088714445967,239361.08108108107,88856,0
1069,96.96969696969697,2.4495128625209146,51106.63636363636,20864,6
499,96.96969696969697,0.2610889040575607,98301.8,376507,0
1346,97.05882352941177,1.4811935483870968,51656.625,34875,0
363,97.2027972027972,2.72529255690546,188862.7741935484,69300,0
188,97.36842105263158,2.240672192899411,52765.58947058823,23549,6
738,97.46835443037975,2.534036968344283,241830.74999999997,95433,0
963,97.5609756097561,2.425982156528206,108645.18489795917,44784,4
712,97.87234042553192,1.0408122358272693,23885.600000000002,22949,0
701,97.88732394366197,2.6479391057024295,340742.10000000003,128682,0
419,98.36065573770492,1.3892122630170358,376893.2869565218,271300,0
1448,98.46153846153847,0.3270317375399145,30175.54545454545,92271,6
1161,98.46153846153847,2.6592344329935753,141144.186,53077,6
1201,98.64864864864865,2.406350783160119,177100.1985882353,73597,0
263,98.74213836477988,1.9634619959557509,172142.60357142854,87673,0
434,98.80952380952381,0.6171074141048826,24375.74285714286,39500,0
739,99.2248062015504,2.4416008340774393,334611.62790697673,137046,0
1090,100.0,4.644899409505514,1416912.6301714284,305047,6
857,100.0,0.0,0.0,4000,1
236,100.0,2.0539643927300992,295947.51349090907,144086,1
356,100.0,2.045548892988931,8869.500000000004,4336,9
846,100.0,7.744517060046471,3725.1127058823527,481,1
530,100.0,3.587793571428571,516642.27428571426,144000,9
1340,100.0,7.446694240175239,830440.4482758623,111518,5
1397,100.0,0.0,0.0,19984,4
1072,100.0,0.9304927233291301,283800.2806153847,305000,3
1374,100.0,0.6408230216118784,102315.08527659574,159662,6
679,100.0,4.346755218216319,188649.17647058822,43400,9
672,100.0,9.745837597384444,61681.40615384615,6329,5
830,100.0,5.269468858654573,79674.36914285715,15120,15
680,100.0,4.674680701853807,46040.93023255814,9849,9
1017,100.0,6.490099723382566,709127.7660759493,109263,13
1120,100.0,8.283603083952029,580183.56,70040,12
970,100.0,0.8994844765009131,311272.0,346056,12
444,100.0,4.073037208703489,52725.46666666667,12945,9
1401,100.0,1.9288104942149298,325565.8521290322,168791,4
740,100.0,9.227123107307438e-05,3.5039999999999996,37975,0
548,100.0,17.29378488852656,169703.9111111111,9813,3
1182,100.0,1.730029285875197,115194.0,66585,15
242,100.0,0.7801839281281625,122577.03749999999,157113,8
402,100.0,14.454932576295242,40733.99999999999,2818,9
1148,100.0,5.72292965115364,4930441.244780488,861524,6
